IDESTACION,DENOMINACION,X,Y,LINEAS,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS
6_495,ARROYO OLIVAR-TTE.MUÑOZ DIAZ,444300.0,4471509.0,10,2,3
6_500,AV.CDAD.BARCELONA-M30,443192.0,4472489.0,"8, 24, 54, 57, 141",2,3
6_501,AV.CDAD.BARCELONA-PACIFICO,442883.0,4472706.0,"8, 136, 310",2,3
6_502,CAVANILLES-DR.ESQUERDO,443043.0,4473075.0,10,2,3
6_504,CAVANILLES-PZA.MARIANO CAVIA,442565.0,4473371.0,10,2,3
6_377,ENCOMIENDA PALACIOS-PICO ARTILLEROS,445567.0,4472636.0,"8, 20, N8",2,3
6_378,ENCOMIENDA DE PALACIOS-ARROYO FONTARRON,445234.0,4472632.0,"8, 20",2,3
6_380,ARROYO FONTARRON-CORR.J.FCO.LUJAN,444947.0,4472844.0,8,2,3
6_381,ARROYO FONTARRON-PZA.ENCUENTRO,444831.0,4473144.0,8,2,3
6_384,PZA.CORR.ALONSO AGUILAR,444198.0,4473352.0,"8, 113",2,3
6_385,SIERRA ELVIRA-SIERRA TOLEDANA,444137.0,4473116.0,"8, 113",2,3
6_386,SIERRA ELVIRA-JULIAN DEL CERRO,443858.0,4473095.0,"8, 113",2,3
6_387,AV.PEÑA PRIETA-PILAR RUEDA,443759.0,4472862.0,"8, 113",2,3
6_392,MENDEZ ALVARO-PEDRO BOSCH,442334.0,4472172.0,"8, 102, 152, N11, N13",2,3
6_394,MENDEZ ALVARO-COMERCIO,442012.0,4472557.0,"8, 102, 152, N11, N13",2,3
6_396,ANCORA-MENDEZ ALVARO,441666.0,4472905.0,"8, 102",2,3
6_397,PALOS DE LA FRONTERA-Pº STA.Mª CABEZA,441016.0,4472958.0,55,2,3
6_1106,PRINCIPE DE VERGARA-MARIA DE MOLINA,442526.0,4476790.0,N2,2,3
6_1998,ISLA DE AROSA-ISLAS CIES,439337.0,4481676.0,"83, 133, N21",2,3
6_2863,ANTONIO MACHADO-VALDERRODRIGO,439118.0,4480402.0,"127, 132, N21",2,3
6_2974,CESAR MANRIQUE-LA CABRERA,439046.0,4480646.0,"42, 127, 132, N21",2,3
6_3405,VENTISQUERO CONDESA-C.HERRERA ORIA,439512.0,4481862.0,"64, N21",2,3
6_4024,CERRO MINGUETE-VENTISQUERO DE LA CONDESA,439292.0,4482256.0,N21,2,3
6_1649,RAMON GOMEZ SERNA-JULIO CALVO,438869.0,4481763.0,49,2,3
6_435,LOPEZ DE HOYOS-BIOSCA,444883.0,4480342.0,"9, 72, N2",2,3
6_437,LOPEZ DE HOYOS-GTA.LUIS ROSALES,444607.0,4479952.0,"9, 72",2,3
6_341,JOAQUIN COSTA-N.MINISTERIOS,441573.0,4477730.0,"7, C2",2,3
6_342,Pº CASTELLANA-NUEVOS MINISTERIOS,441448.0,4477459.0,"7, 14, 27, 40, 147, 150, N22, N24",2,3
6_348,ALMAGRO Nº 3,441144.0,4475738.0,7,2,3
6_5462,AVDA.LOS ROSALES-ORO,442605.0,4467102.0,"85, 123",2,3
6_5463,AV.ROSALES-MATACHEL,442381.0,4467459.0,"85, 123, N12",2,3
6_364,AV.MORATALAZ-PARQUE DARWIN,444522.0,4473238.0,"8, 20",2,3
6_367,ARROYO FONTARRON-E.PALACIOS,445098.0,4472646.0,8,2,3
6_368,ENCOMIENDA PALACIOS-A.FONTARRON,445212.0,4472609.0,8,2,3
6_369,ENCOMIENDA PALACIOS-PICO ARTILLEROS,445556.0,4472627.0,"8, N8",2,3
6_371,ENCOMIENDA PALACIOS-FTE.CARRANTONA,445991.0,4472349.0,"8, 20",2,3
6_373,VALDEBERNARDO-HACIENDA PAVONES,446443.0,4472511.0,"8, 20",2,3
6_374,ENCOMIENDA PALACIOS-VALDEBERNARDO,446253.0,4472249.0,"8, 20",2,3
6_339,SERRANO-GUADIANA,442117.0,4477899.0,"7, 51, N1",2,3
6_1201,Pº DE LA VENTA-PARQUE DE ATRACCIONES,436246.0,4473608.0,33,2,3
6_1204,Pº EXTREMADURA-CARLINA,436359.0,4473183.0,"33, 65",2,3
6_1207,RONDA DE VALENCIA,440580.0,4473200.0,"34, 36, 41, 119, C03, C1, N12, N15",2,3
6_1209,Pº ACACIAS-RIBERA DE CURTIDORES,440125.0,4473034.0,"34, 36, 62, 116, 118, 119",2,3
6_1210,Pº ACACIAS-Pº OLMOS,439870.0,4472944.0,"34, 36, 62, 116, 118, 119, N12, N15",2,3
6_1212,GRAL.RICARDOS-GTA.MQUES.VADILLO,439246.0,4472290.0,"34, 35, 118, 119, N26",2,3
6_664,SAINZ DE BARANDA-JUAN ESPLANDIU,443610.0,4474615.0,15,2,3
6_666,SAINZ DE BARANDA-NARVAEZ,442777.0,4474471.0,"15, 215",2,3
6_668,NARVAEZ-O´DONNELL,442772.0,4474923.0,"15, 26, 61, 63, 215, C2",2,3
6_670,ALCALA-PRINCIPE DE VERGARA,442464.0,4475158.0,"15, 146, 152",2,3
6_1266,NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,436552.0,4470191.0,"35, N17",2,3
6_1268,AV.CARABANCHEL ALTO-GOMEZ ARTECHE,436158.0,4469304.0,"35, 47, N17",2,3
6_1270,ALFREDO ALEIX-GOMEZ ARTECHE,435747.0,4469087.0,"35, 47, N17",2,3
6_1271,PIQUEÑAS-JACOBEO,435483.0,4468991.0,"35, 47, N17",2,3
6_1272,Cº DE LAS CRUCES-MARIANISTAS,435562.0,4469213.0,"35, 47, N17",2,3
6_1274,GOMEZ ARTECHE-ALZINA,435916.0,4469193.0,"35, 47, N17",2,3
6_1276,NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,436564.0,4470212.0,"35, N17",2,3
6_904,Pº ALBERTO PALACIOS-JUAN PEÑALVER,439512.0,4466417.0,"22, 79, N14",2,3
6_3872,Cº HORMIGUERAS-Cº POZO TIO RAIMUNDO,445087.0,4469546.0,"130, T31",2,3
6_3875,Pº DELICIAS-TOMAS BRETON,441201.0,4472335.0,"8, 19, 45, 47, 59, 85, 86, 247",2,3
6_3876,BENJAMIN PALENCIA-PZA.PEDRO MARCOS,445275.0,4471942.0,54,2,3
6_3877,BENJAMIN PALENCIA-PZA.PEDRO MARCOS,445273.0,4471954.0,"54, N10",2,3
6_3880,DR.FEDERICO RUBIO Nº 1,440038.0,4477908.0,"44, 127",2,3
6_3884,ARTURO SORIA-PILAR CAVERO,445225.0,4477645.0,21,2,3
6_3885,MARMOLINA-CAMPO DE LA TORRE,448592.0,4472286.0,"100, E3",2,3
6_1032,CONDE DE PEÑALVER-J.ORTEGA Y GASSET,442843.0,4475934.0,"26, 61, N3",2,3
6_3867,Cº VINATEROS-CORR.D.VALDERRABANO,444299.0,4473736.0,"30, 32",2,3
6_432,MAR DE LAS ANTILLAS-MAR NEGRO,445400.0,4480817.0,"9, 107, N2",2,3
6_434,LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,445056.0,4480600.0,"9, 72, N2",2,3
6_6151,PRINCIPE DE VERGARA-MARIA DE MOLINA,442520.0,4476709.0,"29, 52",1,0
6_264,GUETARIA-TOLOSA,439369.0,4469614.0,"6, 60",1,0
6_265,AV.POBLADOS-AV.RAFAELA YBARRA,439555.0,4469661.0,"6, 60, 116, 121, 131",1,0
6_259,AV.RAFAELA YBARRA-CESTONA,439624.0,4469504.0,"6, 60, 78, 81, 116, 131, N15",1,0
6_2810,AV.POBLADOS-Cº VIEJO VILLAVERDE,439822.0,4469569.0,121,1,0
6_5406,LEIZA-AV.RAFAELA YBARRA,439580.0,4469373.0,60,1,0
6_2813,AV.POBLADOS-Cº VIEJO VILLAVERDE,439824.0,4469592.0,121,1,0
6_488,EXTREMEÑOS-AV.RAFAEL ALBERTI,445516.0,4470823.0,10,2,3
6_493,AV.BUENOS AIRES-AV.PALOMERAS,444695.0,4471148.0,"10, 136",2,3
6_420,LOPEZ DE HOYOS-NAVARRO AMANDI,444272.0,4479451.0,"9, 72, 73",2,3
6_424,LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,445082.0,4480598.0,"9, 72, N2",2,3
6_428,MAR DE LAS ANTILLAS-ABIZANDA,445084.0,4481214.0,9,2,3
6_50,GRAN VIA HORTALEZA-HARO,444894.0,4480046.0,87,2,3
6_56,GUZMAN EL BUENO-CEA BERMUDEZ,439643.0,4476905.0,2,2,3
6_60,ALCALA-LAGASCA,441945.0,4474861.0,"2, 20, 28",2,3
6_65,DR.ESQUERDO-JORGE JUAN,443389.0,4475092.0,"2, 30, 56, 71, 143, 156",2,3
6_125,BAILEN-YESEROS,439550.0,4473946.0,"3, 148, SE712",2,3
6_134,STA.ENGRACIA-PZA.ALONSO MARTINEZ,441091.0,4475743.0,"3, N23",2,3
6_138,STA.ENGRACIA-BRETON LOS HERREROS,440692.0,4476978.0,"3, 37, 149, N23",2,3
6_181,HERMANOS GARCÍA NOBLEJAS-VALDECANILLAS,446523.0,4475831.0,"4, 38, 48, 70, N6",2,3
6_199,EDGAR NEVILLE-BASILICA,441021.0,4478032.0,"5, 149",2,3
6_244,EMBAJADORES-GTA.STA.Mª CABEZA,440794.0,4472612.0,"6, 59, 78, 85, 148",2,3
6_249,MARCELO USERA-GTA. DE CADIZ,440714.0,4471270.0,"6, 47, 78, 247",2,3
6_258,AV.RAFAELA YBARRA-PQUE.DE LA PALOMA,439632.0,4469908.0,"6, 60, 81, N15",2,3
6_268,AV.RAFAELA YBARRA-MARINA VEGA,439723.0,4470374.0,"6, 60, 81",2,3
6_307,COSTA RICA-VICTOR DE LA SERNA,443108.0,4479060.0,"7, 11, 40, 87",2,3
6_311,ARTURO SORIA-AÑASTRO,443644.0,4480077.0,"7, 29, 107, N1",2,3
6_323,CUEVAS DE ALMANZORA-AV.SAN LUIS,443869.0,4480771.0,7,2,3
6_327,ARTURO SORIA-SERRANO GALVACHE,443532.0,4480480.0,"7, 29, 107, N1",2,3
6_332,RAMIREZ DE PRADO-BUSTAMAMTE,441294.0,4472661.0,8,2,3
6_3499,Pº LOS OLIVOS-CARAMUEL,438160.0,4473350.0,"138, N18",2,3
6_3502,SILVANO-JOSE DOMINGO RUS,446435.0,4479498.0,120,2,3
6_3944,SESEÑA-VALMOJADO,435842.0,4472344.0,25,2,3
6_3965,COMERCIO Nº 1,442329.0,4473029.0,152,2,3
6_3945,SESEÑA-VALMOJADO,435838.0,4472357.0,25,2,3
6_3963,MENENDEZ PELAYO-GRANADA,442387.0,4473192.0,152,2,3
6_3962,MENENDEZ PELAYO-CAVANILLES,442472.0,4473357.0,152,2,3
6_3633,AMPOSTA-TEJEDORES,447298.0,4475617.0,38,2,3
6_3952,Cº CAMPAMENTO-METRO CASA DE CAMPO,435564.0,4472995.0,"55, 65",2,3
6_1216,GRAL.RICARDOS-CLARISAS,438237.0,4471556.0,"34, 35, 118, N26",2,3
6_1824,CONGOSTO-LA REVOLTOSA,447454.0,4469876.0,54,2,3
6_1832,BURJASOT-BENIFERRI,441381.0,4466494.0,79,2,3
6_1673,AV.SAN LUIS-AÑASTRO,444258.0,4480489.0,"107, 125",2,3
6_1686,PRINCIPE VIANA-MIRAVALLES,432293.0,4480361.0,162,2,3
6_1691,Pº SAN ILLAN-SAN CANDIDO,438829.0,4472583.0,50,2,3
6_1606,CLARA CAMPOAMOR-AVEFRIA,437859.0,4470773.0,247,2,3
6_1616,JOSE DEL HIERRO-VIRGEN DEL LLUC,444741.0,4476441.0,"48, 146",2,3
6_1629,AV.CANILLEJAS A VICALVARO-ALIAGA,448148.0,4476566.0,"48, 140, N5",2,3
6_1538,AV.REINA VICTORIA-AV.PABLO IGLESIAS,440088.0,4477843.0,"45, 127, C2, F",2,3
6_1552,AVDA. MARTIN FIERRO,438084.0,4476540.0,"46, 160, 161, N20",2,3
6_1556,AV.DE VALLADOLID Nº 9,438365.0,4475598.0,46,2,3
6_1491,AV.RAMON Y CAJAL-PPE.VERGARA,442681.0,4478325.0,"43, 52, 120",2,3
6_1430,RAIMUNDO FDEZ.VILLAVERDE-AVIADOR ZORITA,440883.0,4477781.0,"149, C2",2,3
6_860,GENOVA-PZA.ALONSO MARTINEZ,441155.0,4475632.0,"21, C03, N23",2,3
6_862,CARRANZA-GTA.BILBAO,440467.0,4475844.0,"21, 147, C03",2,3
6_863,ALBERTO AGUILERA-GTA.R.JIMENEZ,440136.0,4475915.0,"21, C03",2,3
6_866,ALBERTO AGUILERA-ARGUELLES,439407.0,4476012.0,21,2,3
6_868,Pº PINTOR ROSALES-FCO.J.ALCANTARA,438849.0,4475854.0,"62, 74",2,3
6_869,MQUES.URQUIJO-MARTIN DE LOS HEROS,439160.0,4475913.0,21,2,3
6_870,ALBERTO AGUILERA-ARGUELLES,439407.0,4475992.0,21,2,3
6_872,ALBERTO AGUILERA-GTA.R.JIMENEZ,440160.0,4475888.0,"21, C03",2,3
6_875,GENOVA-PZA.ALONSO MARTINEZ,441136.0,4475627.0,"21, 37, C03, N23",2,3
6_877,GOYA-SERRANO,441709.0,4475399.0,"21, 53",2,3
6_881,ALCALA-GOYA,442859.0,4475359.0,"43, 53",2,3
6_882,ALCALA-HERMOSILLA,443035.0,4475464.0,"21, 43, 53, 146, N5, N7",2,3
6_885,ROBERTO DOMINGO-AV.DONOSTIARRA,444052.0,4476452.0,21,2,3
6_889,VIRGEN DEL SAGRARIO-JOSE DEL HIERRO,445021.0,4476607.0,21,2,3
6_898,ALCOCER-VIRGEN DESAMPARADOS,440857.0,4467051.0,"18, 22, 116, 130",2,3
6_901,DR.PEREZ DOMINGUEZ-AV.REAL DE PINTO,440067.0,4466714.0,"22, 79, 86, 130, 131, N14",2,3
6_903,Pº. ALBERTO PALACIOS-ALADIERNA,439718.0,4466634.0,"22, 79, N14",2,3
6_586,RIOS ROSAS-SANTA ENGRACIA,440617.0,4477269.0,"12, 45",2,3
6_587,PZA.JUAN ZORRILLA,440336.0,4477277.0,12,2,3
6_588,AV.FILIPINAS-VALLEHERMOSO,440006.0,4477121.0,12,2,3
6_594,CEA BERMUDEZ-VALLEHERMOSO,439990.0,4476900.0,12,2,3
6_596,JOSE ABASCAL-SANTA ENGRACIA,440683.0,4476862.0,12,2,3
6_598,JOSE ABASCAL-Pº CASTELLANA,441438.0,4476806.0,12,2,3
6_606,ALCALA Nº194,443727.0,4475895.0,"12, 21, 53",2,3
6_607,PZA. AMERICA ESPAÑOLA,443904.0,4475836.0,12,2,3
6_608,SANCHO DAVILA,443955.0,4475595.0,12,2,3
6_611,AV.MEDITERRANEO-PZA.MARIANO CAVIA,442582.0,4473423.0,"14, 32, N9",2,3
6_612,Pº PRADO-ATOCHA,441381.0,4473702.0,"1, 10, 14, 27, 34, 37, 45, C03, E1, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9",2,3
6_616,Pº HABANA-BALBINA VALVERDE,441690.0,4478024.0,14,2,3
6_617,Pº HABANA-PZA.SAGRADOS CORAZONES,441912.0,4478273.0,14,2,3
6_621,Pº HABANA-HONDURAS,442359.0,4479214.0,14,2,3
6_625,PZA.DUQUE DE PASTRANA,442675.0,4480147.0,"14, 129",2,3
6_626,AV.BURGOS-MARQUES DE TORROJA,442796.0,4480376.0,"14, 129",2,3
6_630,Pº HABANA-MENENDEZ PIDAL,442527.0,4479985.0,14,2,3
6_632,Pº HABANA-MACARENA,442419.0,4479471.0,14,2,3
6_573,MQUES.DE ZAFRA-RUFINO BLANCO,443765.0,4475434.0,12,2,3
6_637,CONCHA ESPINA-PZA.SAGRADOS CORAZONES,441874.0,4478360.0,"14, 150",2,3
6_1354,Pº. EXTREMADURA,434517.0,4471877.0,"39, N19",2,3
6_1356,Pº. EXTREMADURA,433945.0,4471321.0,"39, N19",2,3
6_1358,AV.AVIACION-MEDINA DEL CAMPO,433317.0,4470563.0,"39, 139, N19",2,3
6_1359,AV.AVIACION-MONROY,433566.0,4470211.0,"39, 139, N19",2,3
6_1362,SALORINO-NAVALMORAL,434078.0,4470110.0,39,2,3
6_1371,Pº EXTREMADURA Nº 441,434354.0,4471684.0,"39, N19",2,3
6_1372,Pº EXTREMADURA-AV.POBLADOS,434657.0,4471980.0,"39, N19",2,3
6_1373,Pº EXTREMADURA-CAMPAMENTO,434871.0,4472192.0,"39, N19",2,3
6_1251,GRAL.RICARDOS-VISTA ALEGRE,437527.0,4470969.0,"34, 35, N17",2,3
6_1256,GRAL.RICARDOS-IGLESIA,439061.0,4472136.0,"34, 35, 118, 119, N26",2,3
6_1262,RONDA DE VALENCIA,440595.0,4473183.0,"34, 36, 41, 119, C03, N12, N15",2,3
6_103,BRAVO MURILLO-CRISTOBAL BORDIU,440391.0,4477440.0,"3, 37, 149",2,3
6_104,JOSE ABASCAL-BRAVO MURILLO,440432.0,4476879.0,"3, 12",2,3
6_106,GRAL.ALVAREZ CASTRO-ELOY GONZALO,440571.0,4476425.0,3,2,3
6_123,GRAN VIA SAN FRANCISCO-AGUILA,439599.0,4473603.0,"3, 60, 148, SE712",2,3
6_126,BAILEN-MAYOR,439586.0,4474256.0,"3, 148, N16, SE712",2,3
6_379,ARROYO FONTARRON-E.PALACIOS,445096.0,4472668.0,8,2,3
6_442,AV.RAMON Y CAJAL-PADRE CLARET,443638.0,4478407.0,"9, 72, 73, 120, N2",2,3
6_474,ARROYO OLIVAR-TTE.MUÑOZ DIAZ,444307.0,4471491.0,10,2,3
6_498,MARTINEZ DE LA RIVA-PUERTO ALTO,443541.0,4471977.0,"24, 111, 310",2,3
6_567,TORRELAGUNA-CONDESA VENADITO,444578.0,4477488.0,"53, 122",2,3
6_3512,VILLALOBOS,444800.0,4470261.0,310,2,3
6_3044,AV.LAS AGUILAS-JOSE DE CADALSO,434613.0,4470745.0,139,1,0
6_658,AV.DAROCA-LEDESMA,445197.0,4475629.0,15,2,3
6_741,NTRA.SRA.DE LA LUZ-NTRA.SRA.FATIMA,436663.0,4470898.0,17,2,3
6_818,ENCOMIENDA DE PALACIOS-PICO ARTILLEROS,445529.0,4472695.0,20,2,3
6_909,DR.MARTIN AREVALO-AV.REAL DE PINTO,440105.0,4466613.0,"22, 86, 130, 131",2,3
6_3943,SESEÑA Nº 31,435433.0,4472458.0,25,2,3
6_3942,SESEÑA Nº 34,435393.0,4472456.0,25,2,3
6_1024,CTA.SAN VICENTE-CADARSO,439526.0,4474951.0,"25, 39, 46, 62, 75, 138, C1, N18, N19, N20",2,3
6_2350,CAMPOS IBAÑEZ-J.JOSE MTNEZ.SECO,441902.0,4467311.0,"85, 123, N13",2,3
6_2373,AVDA. MARUJA MALLO,446628.0,4481236.0,87,2,3
6_2497,PLAZA AMANECER EN MENDEZ ALVARO,442006.0,4472516.0,"102, 152, N11, N13",2,3
6_2539,ANGEL MUJICA-SAN DACIO,441893.0,4482158.0,"124, 137, N24",2,0
6_2590,MANOJO DE ROSAS-BOHEMIOS,440922.0,4467797.0,116,2,3
6_3970,BAHIA ALMERIA-BAHIA PALMA,449935.0,4479611.0,"151, 166",2,3
6_3966,MENENDEZ PELAYO-GRANADA,442413.0,4473196.0,152,2,3
6_3969,BAHIA ALMERIA-AV.LOGROÑO,450046.0,4479444.0,151,2,3
6_3967,MENENDEZ PELAYO-CAVANILLES,442494.0,4473355.0,152,2,3
6_2678,RICARDO ORTIZ-SAN SECUNDINO,444347.0,4475190.0,"110, 210",2,3
6_2733,JOSEFA VALCARCEL-JUAN RIZI,446023.0,4477919.0,114,2,3
6_2878,VILLAAMIL-SAN RESTITUTO,439967.0,4479763.0,128,2,3
6_2899,AV.SAN LUIS-AV.BURGOS,442890.0,4481550.0,"129, 150",2,3
6_2926,Cº HORMIGUERAS-CASAS DE MIRAVETE,445628.0,4469775.0,"130, T31",2,3
6_2949,CTRA. VILLAVERDE A VALLECAS-UNANIMIDAD,441954.0,4467914.0,"23, 130",2,3
6_3033,SEPULVEDA-CASTROSERNA,436525.0,4473045.0,"138, N18",2,3
6_3058,PIO FELIPE-BENJAMIN PALENCIA,444772.0,4472010.0,"54, 141, 143",2,3
6_3088,SIERRA TOLEDANA-Cº VALDERRIBAS,444038.0,4472543.0,141,2,3
6_3162,BRAVO MURILLO-QUEVEDO,440356.0,4476445.0,"37, 149, N23",2,3
6_3195,JAZMIN-GOLFO DE SALONICA,443954.0,4481694.0,129,2,3
6_3230,LOS EMIGRANTES-TREFACIO,446187.0,4479863.0,"112, 120, 153",2,3
6_3974,BAHIA PALMA-BAHIA ALMERIA,449901.0,4479637.0,"151, 166",2,3
6_132,HORTALEZA-GRAVINA,440842.0,4475217.0,3,2,3
6_136,STA.ENGRACIA-GRAL.MTNEZ.CAMPOS,440867.0,4476438.0,"3, 37, N23",2,3
6_139,STA.ENGRACIA-RIOS ROSAS,440615.0,4477217.0,"3, 37, 149, N23",2,3
6_149,HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,446583.0,4475653.0,"4, 38, 48, 70",2,3
6_150,HERMANOS GARCÍA NOBLEJAS-GANDHI,446704.0,4475431.0,"4, 38, 48, 70, 109, N6",2,3
6_151,HERMANOS GARCÍA NOBLEJAS-FCO.L.CABALLERO,446832.0,4475196.0,"4, 38, 48, 70, N6",2,3
6_152,ARCOS DE JALON-P.DEL VALLE,447045.0,4475014.0,4,2,3
6_153,ARCOS DE JALON-SAN ROMAN VALLE,447355.0,4474837.0,4,2,3
6_156,ALBERICIA-AV.GUADALAJARA,448114.0,4475050.0,153,2,3
6_322,BACARES-CUEVAS DE ALMANZORA,444055.0,4480949.0,7,2,3
6_325,AV.SAN LUIS-ARTURO SORIA,443484.0,4480984.0,"7, 107",2,3
6_326,ARTURO SORIA-ELADIO LOPEZ VILCHES,443494.0,4480687.0,"7, 29, 107",2,3
6_330,COSTA RICA-PZA.JOSE MARIA SOLER,443381.0,4479126.0,"7, 11, 40, 87",2,3
6_331,COSTA RICA-PARAGUAY,443101.0,4479084.0,"7, 11, 40, 87",2,3
6_333,COSTA RICA-PZA.REP.DOMINICANA,442787.0,4479100.0,"7, 11, 40, 87",2,3
6_334,PRINCIPE DE VERGARA-COLOMBIA,442702.0,4478973.0,"7, 16, 29, 51, N1",2,3
6_3041,AV.AVIACION-SINFONIA,434203.0,4469846.0,139,2,3
6_3059,BENJAMIN PALENCIA-HUMANES,445046.0,4471963.0,54,2,3
6_3067,ANDALUCES-AV.RAFAEL ALBERTI,445866.0,4471506.0,"54, 144, N10",2,3
6_3070,MALGRAT MAR-PONT MOLINS,445494.0,4471894.0,"54, N10",2,3
6_2988,MONFORTE DE LEMOS-PARQUE NORTE,441471.0,4481395.0,"134, 137",2,3
6_2998,LA MASO-NURIA,440016.0,4483109.0,134,2,3
6_2914,AVDA.MANOTERAS-AVDA.BURGOS,443141.0,4482465.0,174,2,3
6_2919,AV.BURGOS-AV.SAN LUIS,442820.0,4481586.0,174,2,3
6_2934,VILLABLANCA-LAGO VAN,448673.0,4473423.0,"100, 159, N6",2,3
6_2853,FERMIN CABALLERO-ISLA DE TABARCA,438940.0,4481261.0,"67, 127, N21",2,3
6_2857,STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.,439716.0,4479265.0,"126, 127, 132, N21",2,3
6_2867,FTE.CARRANTONA-AV.DAROCA,446981.0,4474347.0,"140, E2",2,3
6_5448,OCA-PINZON,437270.0,4471369.0,N26,2,3
6_49,CARTAGENA-CLARA DEL REY,442979.0,4476973.0,"1, 72",2,3
6_53,GUZMAN EL BUENO Nº 139,439696.0,4477679.0,2,2,3
6_1219,GRAL.RICARDOS-Pº MARCELINO CAMACHO,437372.0,4470936.0,"34, 35, N17",2,3
6_1220,GRAL. RICARDOS-NTRA.SRA. DE LA LUZ,437081.0,4470709.0,34,2,3
6_1221,GRAL.RICARDOS-EUGENIA  DE MONTIJO,436852.0,4470483.0,34,2,3
6_1224,RONDA DON BOSCO-PLAZA PARTERRE,436337.0,4469927.0,"34, 139",2,3
6_1225,RONDA DON BOSCO-PARAGUAYA,436157.0,4469843.0,34,2,3
6_1227,JOAQUIN TURINA-NAVALMORALES,435701.0,4469550.0,34,2,3
6_1228,GENERAL MILLÁN ASTRAY Nº53,435146.0,4469861.0,"34, 155",2,3
6_1232,OLIVA DE PLASENCIA Nº 25,434117.0,4470318.0,34,2,3
6_1234,AV.LAS AGUILAS-CERCANIAS,433907.0,4470542.0,"17, 34",2,3
6_1235,AV.LAS AGUILAS Nº18,434116.0,4470628.0,34,2,3
6_1237,MIRABEL-PZA.CUACOS DE YUSTE,433866.0,4470308.0,34,2,3
6_1239,BLAS CABRERA-JOSE DE CADALSO,434811.0,4470112.0,"34, N19",2,3
6_1242,JOAQUIN TURINA-NAVALMORALES,435675.0,4469541.0,34,2,3
6_1243,JOAQUIN TURINA-POLVORANCA,436062.0,4469515.0,"34, 139",2,3
6_1248,GRAL.RICARDOS-NTRA.SRA.DE LA LUZ,437081.0,4470691.0,34,2,3
6_1119,PRINCIPE DE VERGARA-DIEGO DE LEON,442476.0,4476392.0,"29, 52, N2",2,3
6_1896,JARDINES DE ARANJUEZ,448978.0,4478498.0,"101, 105, 151",2,3
6_1122,PRINCIPE DE VERGARA-GOYA,442401.0,4475388.0,"29, 52, N2",2,3
6_932,ESTAFETA-AV.SAN FERMIN,441357.0,4469435.0,"23, 78, 123, N12",2,3
6_933,ESTAFETA-NAVASCUES,441344.0,4469577.0,"23, 78, 123",2,3
6_744,VIA CARPETANA-PETIRROJO,436982.0,4471495.0,17,2,3
6_746,VIA CARPETANA-LOPEZ MEZQUIA,437409.0,4472011.0,"17, 25, N16",2,3
6_747,VIA CARPETANA-MOCHUELO,437516.0,4472198.0,"17, 25, N16",2,3
6_750,VIA CARPETANA-Pº ERMITA DEL SANTO,438593.0,4473218.0,"17, N16",2,3
6_754,TOLEDO-HUMILLADERO,439886.0,4473659.0,"2, 17, 18, 23, 35, N26",2,3
6_755,TOLEDO-LA LATINA,440036.0,4473898.0,"2, 17, 18, 23, 35, N26",2,3
6_758,TOLEDO Nº 140,439595.0,4473039.0,"18, 23, 35, N26",2,3
6_3868,Cº VINATEROS-PICO ARTILLEROS,445503.0,4473287.0,71,2,3
6_3869,Cº VINATEROS-PICO ARTILLEROS,445510.0,4473257.0,71,2,3
6_735,RAFAEL FINAT Nº 31,434962.0,4470591.0,"17, 138",2,3
6_727,RAFAEL FINAT Nº 36,434937.0,4470592.0,"17, 138",2,3
6_3045,AV.LAS AGUILAS-EST.RENFE FANJUL,434909.0,4470824.0,139,2,3
6_3050,AV.LAS AGUILAS-EST.RENFE FANJUL,434936.0,4470849.0,139,2,3
6_2307,Pº RUPERTO CHAPI-Pº CAMOENS,438420.0,4476258.0,A,2,3
6_2311,CTRA. CASTILLA - Pº LA RINCONADA,435079.0,4478800.0,161,2,3
6_2225,AV.BURGOS Nº 24,442864.0,4481214.0,"129, 150",2,3
6_2230,AV.POBLADOS-EDUARDO BARREIROS,440973.0,4469373.0,"81, 121",2,3
6_2235,PARANINFO-CIEMAT,438291.0,4478697.0,"82, N20",2,3
6_2245,CANTALEJO-CHAPINERIA,437501.0,4480903.0,82,2,3
6_595,AV.RAFAELA YBARRA-AV.POBLADOS,439647.0,4469703.0,"6, 60, 78, 81, N15",1,0
6_2147,JUAN ESPLANDIU-SAINZ BARANDA,443720.0,4474614.0,215,2,3
6_2159,CALLE ONCE-AV.SEGUNDA,449660.0,4477475.0,"77, N5",2,3
6_2166,ALCALA-RAZA,448223.0,4477760.0,"77, 140, N5",2,3
6_2170,ALCALA-AV.25 DE SEPTIEMBRE,447175.0,4477183.0,"77, 104",2,3
6_2083,DR.GARCIA TAPIA-ALCADE G.JUARISTI,444330.0,4474086.0,71,2,3
6_2088,AV.BUCARAMANGA-GTA.CHARALA,445954.0,4480604.0,"72, 87, N2",2,3
