,IDESTACION,latitude,longitude,DENOMINACION,LINEAS,ACONDICIONAMIENTOVIAJEROS
577,6_2097,40.46479606216629,-3.65641696912939,CTRA.CANILLAS-GTA. PILAR MIRO,"73, N3",2
578,6_2098,40.46538749967704,-3.6521999469373294,CTRA.CANILLAS-CARRIL DEL CONDE,"73, N3",2
579,6_2099,40.46481450443554,-3.6499650784839686,CTRA.CANILLAS-MATAPOZUELOS,"73, N3",2
580,6_2107,40.46724457830921,-3.6390773863440553,CTRA.CANILLAS-TORQUEMADA,"73, N3",2
581,6_1977,40.48843572818713,-3.699396833390441,FERMIN CABALLERO Nº 14,"67, 83",2
582,6_1978,40.48712799473624,-3.702604456474292,FERMIN CABALLERO-PATONES,"67, 124, 133, N23",2
583,6_1982,40.48356880598561,-3.7130091361340893,FERMIN CABALLERO-AV.BETANZOS,"67, 83, 124, 127, 133",2
584,6_1987,40.48659919028516,-3.731211913472634,ROSALIA DE CASTRO Nº 75,"67, 82",2
585,6_1992,40.48597990235026,-3.732267106881145,ROSALIA DE CASTRO-G.MISTRAL,"67, N20",2
586,6_1993,40.4860905661497,-3.730439454005329,ROSALIA DE CASTRO Nº75,"67, 82, N20",2
587,6_1994,40.48491754690295,-3.727878182726712,RAMON GOMEZ SERNA-A.CASONA,"67, N20",2
588,6_2546,40.42414020543076,-3.611733038223028,AV.GUADALAJARA-ALBERICIA,"106, 140, 159, E2, N7",2
589,6_2551,40.452971011637025,-3.579904780959308,TRESPADERNE-BARBADILLO,"112, 114, N4",2
590,6_2560,40.46136122764951,-3.5864876521129,Pº ALAMEDA DE OSUNA Nº 80,"105, 112, 115, 151, N4",2
591,6_2561,40.46295377573557,-3.5868907403732573,LOS BREZOS-ANTONIO SANCHA,"105, 112, 115, 151, 166",2
592,6_2563,40.46639949916178,-3.5842667052935773,AV.LOGROÑO-MARQUES DE BERNA,"105, 112, 115, N4",2
593,6_2566,40.47416662794879,-3.5804174086585823,AVDA. LOGROÑO-ALGEMESI,"105, 115, 166",2
594,6_2569,40.47420285812196,-3.59280461439538,CICLON-ALISIOS,105,2
595,6_2570,40.475450718704266,-3.595410985863785,MISTRAL-GTA.DE LOS VIENTOS,105,2
596,6_2574,40.47419223167102,-3.5807007581322305,AV.LOGROÑO-ALGEMESI,"105, 115, 166",2
597,6_2577,40.47083344526637,-3.5803887096151716,AV.LOGROÑO-ARIADNA,"105, 115, 166, N4",2
598,6_2579,40.46468211003768,-3.587165281681135,AV.LOGROÑO-BENIFAYO,"105, 112, 115",2
599,6_2582,40.457232534873405,-3.594047130834257,Pº ALAMEDA OSUNA-RAMBLAS,105,2
600,6_2584,40.41820288892373,-3.625269948687452,FTE.CARRANTONA-AV.DAROCA,"140, E2",2
601,6_2587,40.43117480861506,-3.651574560406577,AV.DAROCA-MATEO GARCIA,"106, N7",2
602,6_2588,40.42940885081752,-3.6467946845567605,AV.DAROCA-SANTA PRISCA,"106, N7",2
603,6_2591,40.425001657961246,-3.637380671866909,FCO.LARGO CABALLERO-ARRIAGA,"106, N7",2
604,6_2528,40.449608601074765,-3.648132198777589,JOSEFA VALCARCEL-ARTURO SORIA,114,2
605,6_2458,40.40804872211442,-3.615370455387129,CASALARREINA-GALLO,"100, 130",2
606,6_2459,40.4094542069385,-3.613662542302747,AV.DAROCA-CASALARREINA,"100, 130, E3, E5",2
607,6_5425,40.5062012808316,-3.6843559814748446,NTRA.SRA.VALVERDE-ALONSO QUIJANO,T61,2
608,6_3243,40.4645833668131,-3.636457187999522,SILVANO-EL ALGABEÑO,"120, 122",2
609,6_3244,40.4633895208325,-3.638934692309059,SILVANO-ALCORISA,"120, 122",2
610,6_3247,40.45910503137957,-3.6479639776137978,MOSCATELAR-PARMA,"120, 122",2
611,6_3248,40.45899901167046,-3.6523976379567156,ULISES-ASURA,"120, 122",2
612,6_3249,40.45802243348591,-3.6546290866968167,ULISES-ARTURO SORIA,"120, 122",2
613,6_3255,40.46317844534409,-3.6147291500362817,CAMPO NACIONES-GTA.J.DE BORBON,"112, 122",2
614,6_3257,40.46152169197781,-3.6263083463717023,AV.MACHUPICHU-FLORENCIO CASTILLO,"112, 122, 153",2
615,6_3258,40.45932920030116,-3.6235870611217513,AV.MACHUPICHU-AV.PAPA NEGRO,"112, 122, 153",2
616,6_3259,40.46175597799226,-3.626298727472747,AV.MACHUPICHU-FLORENCIO CASTILLO,"112, 122, 153",2
617,6_3263,40.38344870539241,-3.6524693024676904,AV.PABLO NERUDA-TRISTANA,"136, 144, N11",2
618,6_3264,40.38316239297338,-3.655305789562737,AV.PABLO NERUDA-CENICIENTA,"136, 144, N11",2
619,6_3266,40.43323763930137,-3.637069366094582,ASCAO-LUIS RUIZ,"28, N6",2
620,6_3270,40.430656948547295,-3.647537585446897,FCO.VILLAESPESA-HNOS.GOMEZ,"28, 113, N6",2
621,6_3143,40.395732703421125,-3.681350910879737,AV.PLANETARIO-PARQUE E.TIERNO GALVAN,"148, 156, N13",2
622,6_3145,40.39093798899469,-3.6862394363119395,AV.PLANETARIO-BRONCE,"148, 156",2
623,6_3346,40.397770230135215,-3.742563902523131,ALHAMBRA-GTA.LOS CARMENES,"55, 119",2
624,6_3347,40.40109095889508,-3.772001972604709,CTRA.BOADILLA MONTE-GALICIA,65,2
625,6_3348,40.402702752542524,-3.7418521100256825,CONCEJAL FCO.J.MARTIN-HURTUMPASCUAL,119,2
626,6_3349,40.403214918787455,-3.7378391911001176,CONCEJAL FCO.J.MARTIN-VIÑEGRA,119,2
627,6_3213,40.39003441042892,-3.6297105006638364,POLITECNICO frente E.ESPECIAL VALLECAS,E,2
628,6_3214,40.38899728935582,-3.628251636998065,ESCUELA DE MAESTRIA INDUSTRIAL,E,2
629,6_3215,40.38994371360766,-3.6265048675135625,ESCUELA INGENIERIA TECNICA-ARBOLEDA,E,2
630,6_3221,40.44776113054888,-3.6498479327062174,CONDESA VENADITO-AGASTIA,11,2
631,6_3226,40.458945750328326,-3.645839464115813,MOSCATELAR-MILAN,"120, 122",2
632,6_3227,40.45966721153945,-3.64247315244995,SILVANO-PZA.DEL LICEO,"120, 122",2
633,6_3228,40.46381839350571,-3.6379479587663788,SILVANO-ALCORISA,"120, 122",2
634,6_3233,40.47229995801581,-3.6420862805709584,VALDETORRES DE JARAMA-LIBERACION,"120, 125, 172, 172SF",2
635,6_3234,40.47494110755862,-3.6482695520295403,AV.SAN LUIS-PZA.SANTOS HUMOSA,"107, 125, 172, 172SF",2
636,6_3236,40.47485194890692,-3.648103534652725,PZA.SANTOS DE LA HUMOSA,120,2
637,6_3237,40.473567931909045,-3.645731806994447,VALDETORRES DE JARAMA-ROGELIO MUÑOZ,"120, 125, 172, 172SF",2
638,6_3238,40.472768156568165,-3.643754084961533,VALDETORRES DE JARAMA-ANGEL LUIS HERRAN,"120, 125, 172, 172SF",2
639,6_3624,40.4314345061352,-3.600280734602733,SOFIA-MANCHESTER,38,2
640,6_3625,40.43213770189738,-3.603647046777383,JULIA GARCIA BOUTAN-SUECIA,38,2
641,6_3626,40.43226339174573,-3.603730698636235,JULIA GARCIA BOUTAN-SUECIA,38,2
642,6_3630,40.43585408927755,-3.611332205648258,ALBAIDA-AV.CANILLEJAS,"38, 153, 165",2
643,6_3632,40.43108650915696,-3.6184452524345314,ALBERIQUE-ALBAIDA,38,2
644,6_3634,40.44349183773249,-3.6218252228705947,SAN ROMUALDO-ALCALA,105,2
645,6_3638,40.4261695179606,-3.633065269987578,GANDHI-LUIS RUIZ,109,2
646,6_3640,40.44551275149573,-3.6345556326102644,LOPEZ ARANDA-ANTIOQUIA,146,2
647,6_3641,40.44563861232838,-3.634603984386799,LOPEZ ARANDA-ANTIOQUIA,146,2
648,6_3642,40.42837504748524,-3.603047530652132,SUECIA-BUCAREST,"38, 140, N6",2
649,6_3644,40.44159364942736,-3.6128816962860606,CANAL BOSFORO-AV.CANILLEJAS,140,2
650,6_3646,40.442714092881275,-3.613953109698895,AV.CANILLEJAS-NECTAR,"140, 165",2
651,6_3505,40.38942196297621,-3.689688013606146,EMBAJADORES-BRONCE,"62, 148, 156, N13, T32",2
652,6_3508,40.39261215456356,-3.766779651294478,AV.POBLADOS-MELILOTO,"36, H",2
653,6_3510,40.403297536693486,-3.6505514656266076,RAMON PEREZ DE AYALA Nº 60,141,2
654,6_3513,40.38344819772543,-3.6557444624157736,AV.PABLO NERUDA-CENICIENTA,"136, N11",2
655,6_3514,40.38343662282414,-3.6577824917998165,AV.PABLO NERUDA-SANTOS INOCENTES,"136, N11",2
656,6_3516,40.37841818716147,-3.654670806271166,PTO.BALBARAN-NOVECENTO,136,2
657,6_3517,40.38010755061456,-3.658610094262813,EL GRADUADO-TRV.FELIPE DIEGO,136,2
658,6_3520,40.3881369588884,-3.684585093064137,PTO.CRUZ VERDE-PTO.SERRANO,62,2
659,6_3522,40.38314888336147,-3.6576854439668423,AV.PABLO NERUDA-SANTOS INOCENTES,"136, N11",2
660,6_3529,40.37705763046444,-3.775614989528452,ALDEANUEVA DE LA VERA-AV.AVIACION,39,2
661,6_3533,40.388346204610706,-3.6887933890940325,EMBAJADORES-AV.PLANETARIO,"62, T32",2
662,6_1455,40.476345848241245,-3.696392802381742,SINESIO DELGADO-HOSPITAL CARLOS III,147,2
663,6_1457,40.47603536370945,-3.686550626122973,SINESIO DELGADO-Pº CASTELLANA,147,2
664,6_1458,40.4748637095113,-3.686633068754197,Pº CASTELLANA-LUIS ESTEBAN,"67, 124, 134, 135, 147, 173, 175, 176, 178",2
665,6_1459,40.47287835304767,-3.6872026836276643,Pº CASTELLANA-GRAL.ARANDA,"67, 124, 134, 135, 147, 173, 175, 176, 178, N24",2
666,6_1461,40.46713894094995,-3.691850691729944,BRAVO MURILLO-AGUILEÑAS,"49, 66, 124, N22, N23",2
667,6_1465,40.453166793328094,-3.702179834578097,BRAVO MURILLO-CAROLINAS,"3, 64, 66, 124, 128",2
668,6_1468,40.45464947153162,-3.701322544526518,AVILA-BRAVO MURILLO,"3, 43",2
669,6_1470,40.45375762522438,-3.6878215934004475,CONCHA ESPINA-PZA.LIMA,"43, 120",2
670,6_1472,40.45344507176527,-3.679739944596483,AV.CONCHA ESPINA-SERRANO,"43, 120",2
671,6_1476,40.454167602551415,-3.667057414141264,AV.RAMON Y CAJAL-MOSTOLES,"43, 120",2
672,6_1479,40.44449066132513,-3.668836638211353,CLARA DEL REY-CARDENAL SILICEO,72,2
673,6_1480,40.442736984879176,-3.6714133879172066,CLARA DEL REY-ANASTASIO AROCA,72,2
674,6_1484,40.4439123337702,-3.6675809840422953,CORAZON DE MARIA-CARDENAL SILICEO,72,2
675,6_1486,40.447726835803635,-3.66537817364884,CORAZON DE MARIA-STA.RITA,"43, 72",2
676,6_2766,40.39357948288958,-3.714203545457064,ANTONIO LEYVA-NAVAHONDA,116,2
677,6_2772,40.36434226404619,-3.6984188087919296,STA.ESCOLASTICA-EDUARDO BARREIROS,116,2
678,6_2774,40.36047320351248,-3.6961176659766384,MANOJO DE ROSAS-PQUE.KATIUSKA,116,2
679,6_2781,40.39069174261679,-3.714986023140259,ANTONIO LEYVA-ALEJANDRO SANCHEZ,116,2
680,6_2783,40.395796079680565,-3.7141444832733477,ANTONIO LEYVA Nº 25,116,2
681,6_2786,40.39404831832533,-3.725720479867632,BLASA PEREZ-EL TOBOSO,119,2
682,6_2787,40.395415951672064,-3.7274319479034004,TERCIO-GESALEICO,119,2
683,6_1916,40.47668148712574,-3.7281785434237142,ISLAS ALEUTIANAS-JOAQUIN LORENZO,"42, N20",2
684,6_1918,40.4715576743252,-3.724949926756587,JUAN J.LOPEZ IBOR-ISLA CRISTINA,"64, 137, N20",2
685,6_1919,40.46932575344941,-3.723144708842677,NUEVA ZELANDA-RUPERTO ANDRES,"64, 137, N20",2
686,6_1922,40.46136028877999,-3.7176101115028555,FCOS.RODRIGUEZ-ANTONIO MACHADO,64,2
687,6_1923,40.46019455142536,-3.71382345310953,FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA,64,2
688,6_1929,40.409317333610645,-3.751317894213012,VILLAMANIN-Cº CAMPAMENTO (BATAN),65,2
689,6_1930,40.40816593867167,-3.7538153883030736,Cº CAMPAMENTO-VILLAGARCIA,"55, 65",2
690,6_1934,40.40108818684094,-3.7683606245668697,CTRA.BOADILLA MONTE-MIRLO,65,2
691,6_1937,40.39623601776097,-3.778580542096821,ADANERO,65,2
692,6_1941,40.399946300658165,-3.766662530227321,VILLAVICIOSA-CARABIAS,65,2
693,6_1947,40.47719684068031,-3.6851467539381892,Pº CASTELLANA-DANIEL VAZQUEZ DIAZ,"66, 173, 174, 175, 176, 178, SE704",2
694,6_1948,40.4788132607267,-3.684502509239669,Pº CASTELLANA-MANUEL CALDEIRO,"66, SE704",2
695,6_1949,40.48136669111335,-3.6838441464786738,Pº CASTELLANA-VIEJAS,"66, SE704",2
696,6_1951,40.48743632245659,-3.682725817805681,AV.LLANO CASTELLANO-FCO.SANCHA,"66, 124, 137, N24, SE704",2
697,6_1955,40.49651431996918,-3.6862754986362978,NTRA. SRA. DE VALVERDE,"66, 137, N24, SE704",2
698,6_1956,40.49882312690656,-3.6858505755238142,NTRA.SRA.VALVERDE-MANUEL VILLARTA,"66, 137, SE704",2
699,6_1957,40.500051346512656,-3.6853438166759185,GTA.FUENTE DE LA CARRA,"66, 137, N24, SE704",2
700,6_1960,40.49416747425172,-3.685519955750388,NTRA.SRA.VALVERDE-ISLAS JARVI,"66, 137, N24, SE704",2
701,6_1965,40.478533785280476,-3.6830131523609406,MAURICIO LEGENDRE-M.CALDEIRO,"66, SE704",2
702,6_1966,40.475916531790396,-3.683800643448362,MAURICIO LEGENDRE-FCO.PALAU Y QUER,"66, SE704",2
703,6_3361,40.399534374355696,-3.7553335020025065,VALMOJADO-SESEÑA,138,2
704,6_3362,40.40260244032976,-3.753187668415298,SEPULVEDA-CONC.FCO.J.JIMENEZ M.,"138, N18",2
705,6_3364,40.405769555696274,-3.746870845374932,SEPULVEDA-PRADALES,"138, N18",2
706,6_3366,40.40630451433506,-3.7407367128306537,SEPULVEDA-HUERTA CASTAÑEDA,138,2
707,6_3368,40.405625051185936,-3.7356852836462258,SEPULVEDA-GOTARRENDURA,138,2
708,6_3369,40.407031747322456,-3.731222206052713,SEPULVEDA-MARIA DEL CARMEN,"138, N18",2
709,6_3372,40.41502161031571,-3.725686464483969,CARAMUEL-ANTONIO ZAMORA,"138, N18",2
710,6_3373,40.379722099720816,-3.7705563832723903,RAFAEL FINAT-BLAS CABRERA,138,2
711,6_3377,40.41849234423784,-3.6716437960225936,SAINZ DE BARANDA-MAIQUEZ,"2, 15, 215, N8",2
712,6_3379,40.387984152675685,-3.7595519762076495,INTERCAMBIADOR DE ALUCHE,138,2
713,6_3380,40.40109424251319,-3.7742056546031195,CTRA.BOADILLA MONTE-SEDANO,65,2
714,6_3382,40.39504718180138,-3.7344625252360437,EL TOBOSO-ZAIDA,119,2
715,6_3385,40.40404122008947,-3.743858422547793,PZA.ACHICORIA,31,2
716,6_3386,40.39743637560767,-3.7523995143194733,LOS YEBENES-CAMARENA,31,2
717,6_3387,40.39522980505103,-3.750913837128473,LOS YEBENES Nº 82,31,2
718,6_3396,40.39461136078429,-3.7504238606647013,LOS YEBENES Nº 161,31,2
719,6_3400,40.362159708424535,-3.6882912347725525,AV.OROVILLA-GENEROSIDAD,"123, N13",2
720,6_1579,40.37372779477389,-3.7463284808410204,GUAYABA-AGUACATE-CENTRO DE SALUD,"108, 118, N16",2
721,6_1583,40.375879397464864,-3.740968846209531,ALISEDA-ALBARES DE LA RIBERA,"47, 108, 118, N16",2
722,6_1584,40.376457580055195,-3.737900622045926,ALBARES DE LA RIBERA-BELZUNEGUI,"47, 118, N16",2
723,6_1586,40.379320248732974,-3.7368362760292517,CARCASTILLO Nº 29,"47, 108, 118, N16",2
724,6_1589,40.379438778274654,-3.7309355681438614,AV.ABRANTES-PZA.MENINAS,"47, 108",2
725,6_1591,40.38465174655832,-3.724300109676673,AV.ABRANTES-PELICANO,"47, 108",2
726,6_1593,40.38865798663883,-3.7333209462687513,GRAL.RICARDOS-ALONDRA,"34, 35, N17",2
727,6_1598,40.38769514572944,-3.7041503434128056,MARCELO USERA-FERROVIARIOS,"47, 247, N15",2
728,6_1600,40.389183696788415,-3.6993587298694695,MARCELO USERA-ALMENDRALES,"47, 247",2
729,6_1603,40.385558318439635,-3.7277028947726696,PELICANO-Cº VIEJO LEGANES,247,2
730,6_1604,40.38610764137453,-3.729169725430625,PZA.TARIFA,247,2
731,6_1605,40.38679027482415,-3.7323463698215513,CLARA CAMPOAMOR-ALVAREZ AVELLAN,247,2
732,6_1610,40.464369592804665,-3.6244475490309167,SILVANO-HAENDEL,73,2
733,6_1612,40.43564164255081,-3.6676524490187803,MARTINEZ IZQUIERDO-PILAR ZARAGOZA,"43, 48, N3",2
734,6_1613,40.43693892058269,-3.6645290094660137,MARTINEZ IZQUIERDO-VILLAFRANCA,"43, 48",2
735,6_1614,40.43703254673579,-3.66076875720993,MARTINEZ IZQUIERDO-ALBERTO MARTIN,48,2
736,6_2682,40.4222460039921,-3.6517241590845257,STA.IRENE-POETA BLAS DE OTERO,"110, 113, 210",2
737,6_5963,40.40324840903354,-3.6608036117251106,SANTA MARTA-ALFONSO XIII,"8, 113",1
738,6_3464,40.48882670621712,-3.7208052877798954,CERRO MINGUETE-RISCOS DE POLANCO,"49, N21",2
739,6_3486,40.47057217749179,-3.8005656513231862,PRINCIPE VIANA-PROCION,162,2
740,6_3490,40.472416374471166,-3.767757472813326,DARIO APARICIO Nº35,161,2
741,6_3492,40.451896131479096,-3.780885417579026,HUMERA Nº 35,160,2
742,6_3494,40.47402609258199,-3.769545348778738,DARIO APARICIO-VIÑAS PARDO,161,2
743,6_3424,40.4748046571729,-3.7214693139731674,JOAQUIN LORENZO-ISLA MALAITA,42,2
744,6_3497,40.385675754819054,-3.7290825972767254,ALVAREZ AVELLAN-PZA.TARIFA,247,2
745,6_3352,40.403320913909965,-3.7381703172314875,CONCEJAL FCO.J.MARTIN-VIÑEGRA,119,2
746,6_3353,40.40289381905134,-3.741559594527477,CONCEJAL FCO.J.MARTIN-HURTUMPASCUAL,119,2
747,6_3356,40.38830382510545,-3.761629194371405,AV.POBLADOS-ALUCHE,"131, H",2
748,6_3830,40.48013451911699,-3.6633974225621833,BACARES-GOLFO DE SALONICA,29,2
749,6_3831,40.4817608961659,-3.6657023107436815,DALIA-ARTURO SORIA,29,2
750,6_3833,40.45500950656937,-3.5901002559356923,CANOA-BALANDRO,114,2
751,6_3834,40.45441103510154,-3.587323529314455,BATEL-PZA. DEL MAR,114,2
752,6_3841,40.465450796876404,-3.6143370242392905,PARTENON-CAMPO NACIONES,112,2
753,6_3846,40.46275777694785,-3.59176038525791,AV.LOGROÑO-BAHIA CADIZ,"105, 112, 115, 151, 166, N4",2
754,6_3719,40.440153907612256,-3.696868150437622,JOSE ABASCAL-ALONSO CANO,12,2
755,6_3727,40.37547329296768,-3.6184665807431986,CONGOSTO-PEÑA RIVERA,"54, N9",2
756,6_3729,40.375824631896016,-3.6184697931626104,CONGOSTO-PEÑA RIVERA,54,2
757,6_3730,40.38378210349478,-3.623054780981531,JESUS DEL PINO-SIERRA DE GUADALUPE,"130, H1, T31",2
758,6_3731,40.372561837919044,-3.617061786005553,PEÑA CERVERA-CONGOSTO,142,2
759,6_2157,40.451732068183105,-3.5950128980871714,ALCALA-CIUDAD PEGASO,"77, N5",2
760,6_2160,40.4486256910553,-3.5929218019699203,AV.SEGUNDA-CALLE OCHO,"77, N5",2
761,6_2161,40.451164366356686,-3.5932861115156123,PZA.SAN CRISTOBAL,"77, N5",2
762,6_2168,40.44582360405256,-3.6153846590734937,ALCALA-AV.CANILLEJAS A VICÁLVARO,"77, 105",2
763,6_2169,40.444430233614185,-3.6198764279949764,ALCALA-CRONOS,77,2
764,6_2171,40.44264710267429,-3.626439710483418,ALCALA-METRO DE SUANZES,"77, 104, N5",2
765,6_2176,40.3843775583444,-3.698578578256799,CRISTO VICTORIA-SANTUARIO,78,2
766,6_2177,40.38252863882306,-3.7018934981130585,CRISTO VICTORIA-FERROVIARIOS,78,2
767,6_2042,40.44862845660728,-3.6478043838886456,ARTURO SORIA-CONDESA DE VENADITO,70,2
768,6_2044,40.44563310313491,-3.642127245408842,ARTURO SORIA-MARQUES PICO VELASCO,70,2
769,6_2046,40.42263025731288,-3.6245447205046717,HERMANOS GARCÍA NOBLEJAS Nº184,"70, 167",2
770,6_2047,40.420790489235245,-3.62323105984428,AV.INSTITUCION L.ENSEÑANZA-PZA.ALSACIA,"70, 167",2
771,6_2051,40.42375521629731,-3.6330426349370533,NICOLAS SALMERON-CEMENTERIO CIVIL,"70, 106",2
772,6_2052,40.42491209214453,-3.634008341848459,FCO.LARGO CABALLERO-N.SALMERON,70,2
773,6_2057,40.44892613440816,-3.6477364866000137,ARTURO SORIA-JOSEFA VALCARCEL,"21, 70, 114, N4",2
774,6_2058,40.4508358856985,-3.6493704547452808,ARTURO SORIA-HOSPITAL NTRA.SRA.AMÉRICA,"11, 70, N3",2
775,6_2059,40.45271931748193,-3.650874536186302,ARTURO SORIA-DIEGO AYLLON,"11, 70, 122, N3",2
776,6_2062,40.461010304536074,-3.658349833853667,ARTURO SORIA-LOPEZ DE HOYOS,"11, 70",2
777,6_2063,40.468371368579824,-3.6645202388808378,ARTURO SORIA-AÑASTRO,70,2
778,6_2064,40.41730939932367,-3.656438499531011,FELIX RODRIGUEZ DE LA FUENTE,71,2
779,6_2065,40.415141947890106,-3.6557809534697427,DR.GARCIA TAPIA-CORR.DIEGO VALDERRABANO,71,2
780,6_2068,40.41148653856762,-3.648992056475365,Cº VINATEROS-ARROYO BELINCOSO,71,2
781,6_2069,40.41080522707502,-3.646781540384252,Cº VINATEROS-MARROQUINA,71,2
782,6_2070,40.40913758931998,-3.6437248773141224,Cº VINATEROS-AV.MORATALAZ,71,2
783,6_3052,40.377182178473966,-3.771811469060398,RAFAEL FINAT-OSA DE LA VEGA,"138, 139",2
784,6_3563,40.405646596158576,-3.6181298504252193,TREN DE ARGANDA-INDALECIO PRIETO,"71, 130",2
785,6_3570,40.42054874971998,-3.6634364789992193,JUAN ESPLANDIU-SAINZ BARANDA,215,2
786,6_3467,40.40871870480347,-3.729437275755195,Pº LOS OLIVOS-CARAMUEL,"138, N18",2
787,6_3479,40.49134373355434,-3.7129734235208782,LA MASO HOSPITAL RUBER,134,2
788,6_3487,40.47049200243766,-3.80043493981142,PRINCIPE VIANA-PROCION,162,2
789,6_3491,40.45113710189672,-3.7838838282291403,GOLONDRINA-EST.ARAVACA,"160, 161, 163, N28",2
790,6_3390,40.391999419381726,-3.7544716511803946,CAMARENA Nº 186,31,2
791,6_3398,40.363743116046386,-3.6886606717050263,AV.OROVILLA-CIRCULO,123,2
792,6_3403,40.42648395950201,-3.6730907715457026,GOYA-FERNAN GONZALEZ,"30, E4",2
793,6_6166,40.40426343283465,-3.704051918314517,PºESPERANZA-MORATINES,62,1
794,6_3540,40.43928513046532,-3.620053195798824,SAN ROMUALDO-JULIAN CAMARILLO,105,2
795,6_3559,40.47540374815063,-3.7105633133436777,AV.BETANZOS-CHANTADA,42,2
796,6_5962,40.4035762275525,-3.663340522428245,ALFONSO XIII-PEÑA PRIETA,"8, 113",1
797,6_2792,40.394884868791145,-3.7302188346942304,EL TOBOSO-ERVIGIO,119,2
798,6_2794,40.3939039610617,-3.725754278920449,BLASA PEREZ-GRAL.RICARDOS,119,2
799,6_2796,40.39603473347647,-3.7614570679399106,ILLESCAS Nº 34,"25, 121",2
800,6_2801,40.38339254076787,-3.756343059662283,AV.POBLADOS-PRISION,"121, 131, 139",2
801,6_2738,40.45134507033702,-3.613890136939664,JOSEFA VALCARCEL-GUTIERREZ CANALES,"114, 115, N4",2
802,6_2670,40.43294283957505,-3.6431265454210804,VITAL AZA-EZEQUIEL SOLANA,109,2
803,6_2671,40.43081167795242,-3.6424106656489923,EZEQUIEL SOLANA-FCO.VILLAESPESA,109,2
804,6_2673,40.42739425204701,-3.6397020819012877,EZEQUIEL SOLANA-ARRIAGA,109,2
805,6_2675,40.425814063643124,-3.6354550161010826,GANDHI-SAN TELESFORO,109,2
806,6_2676,40.42924405314424,-3.6568492575118388,RICARDO ORTIZ Nº 20,"110, 210",2
807,6_2677,40.42718176692168,-3.6567113059607843,RICARDO ORTIZ-SAN EMILIO,"110, 210",2
808,6_2681,40.424153714086955,-3.6505165912568778,POETA BLAS DE OTERO-STA.GENOVEVA,"110, 113, 210",2
809,6_2683,40.421259511384775,-3.650924858490451,STA.IRENE-SAN LAMBERTO,"110, 113, 210",2
810,6_2685,40.41979789878349,-3.646490454571761,CEMENTERIO DE LA ALMUDENA PARCADA 1,110,2
811,6_2687,40.41877813528261,-3.6403277046931586,CEMENTERIO DE LA ALMUDENA PARADA 3,110,2
812,6_2688,40.419237722448656,-3.637043373092921,CEMENTERIO DE LA ALMUDENA PARADA 4,110,2
813,6_2689,40.41953357553369,-3.6340285717947283,CEMENTERIO DE LA ALMUDENA PARADA 5,110,2
814,6_2690,40.41942683789496,-3.6370569443964174,CEMENTERIO DE LA ALMUDENA PARADA 6,110,2
815,6_2692,40.42075610448044,-3.641053719668376,CEMENTERIO DE LA ALMUDENA PARADA 8,110,2
816,6_2694,40.425972266507934,-3.641067874657955,CEMENTERIO DE LA ALMUDENA PARADA 10,110,2
817,6_2696,40.42009524758487,-3.6464815134487036,CEMENTERIO DE LA ALMUDENA PARADA 12,110,2
818,6_2698,40.42225620838526,-3.6515120746842595,STA.IRENE-POETA BLAS DE OTERO,"110, 113, 210",2
819,6_2699,40.42434402118378,-3.6503180234905463,POETA BLAS DE OTERO-STA.GENOVEVA,"110, 113, 210",2
820,6_2702,40.42574381316375,-3.6560961043262235,RICARDO ORTIZ-SAN SECUNDINO,"110, 210",2
821,6_2703,40.427488793878666,-3.6565846149535868,RICARDO ORTIZ-SAN EMILIO,"110, 210",2
822,6_2705,40.40479460523182,-3.708535703159911,Pº ACACIAS-Pº OLMOS,"34, 36, 62, 116, 118, 119, N12, N15",2
823,6_1646,40.436151994186424,-3.6681998537638796,AZCONA-PILAR ZARAGOZA,"43, 48, N3",2
824,6_1647,40.434748021461075,-3.671062742556673,AZCONA-FCO.SILVELA,"43, 48, N3",2
825,6_1652,40.47366906233547,-3.7113708097790643,GTA.PIEDRAFITA DEL CEBRERO,"49, 126, 128, N22",2
826,6_1654,40.469458005543515,-3.704649742653676,CAPITAN BLANCO ARGIBAY-SORGO,"49, N22",2
827,6_1657,40.40859745581452,-3.6018338334554754,VILLABLANCA-VIVERO PILARICA,"100, 159",2
828,6_1659,40.468708886666846,-3.683880881284985,MATEO INURRIA-ENRIQUE LARRETA,"70, 107, 129",2
829,6_1663,40.47520485461543,-3.66213379008094,AV.SAN LUIS-CUEVAS DE ALMANZORA,"107, 125",2
830,6_1665,40.472943811268806,-3.6557767005894983,AV.SAN LUIS-CTRA.ESTACION,"107, 125, 172, 172SF",2
831,6_1666,40.47464323207688,-3.6483728610178834,AV.SAN LUIS-PZA.SANTOS HUMOSA,"107, 125, 172, 172SF",2
832,6_1667,40.47780350222131,-3.645489243078499,SANTA SUSANA-MAR DE LAS ANTILLAS,107,2
833,6_1669,40.48069096479767,-3.647888329214785,STA.ADELA-MAR DE LAS ANTILLAS,"107, N2",2
834,6_1671,40.47439568617912,-3.6507416875123186,AV.SAN LUIS-COSTA DEL SOL,"107, 125, 172, 172SF",2
835,6_1672,40.473096419842626,-3.6558725598336164,AV.SAN LUIS-CRTA.ESTACION HORTALEZA,"107, 125, 172, 172SF",2
