,IDESTACION,latitude,longitude,DENOMINACION,LINEAS,ACONDICIONAMIENTOVIAJEROS
836,6_1675,40.46930869286173,-3.673789459943901,CAIDOS DIVISION AZUL-AV.PIO XII,"70, 107",2
837,6_1676,40.46988712684015,-3.676555564667604,CAIDOS DIVISION AZUL-DUQUE DE PASTRANA,"70, 107",2
838,6_1693,40.40252005661483,-3.7208855463965325,AV.MANZANARES-SAN POMPEYO,50,2
839,6_1697,40.462072831437425,-3.6756161315039453,PZA.DEL PERU,51,2
840,6_5467,40.436475035462294,-3.677706124719562,DIEGO DE LEON - PRINCIPE DE VERGARA,61,2
841,6_3417,40.47651665228295,-3.6964535542264048,SINESIO DELGADO-HOSPITAL CARLOS III,147,2
842,6_3418,40.474735383090064,-3.7034780132349603,RIBADAVIA-SINESIO DELGADO,42,2
843,6_3420,40.47417539956561,-3.709606604898899,RIBADAVIA-CHANTADA,42,2
844,6_3421,40.47434902030667,-3.709207333980778,CHANTADA-RIBADAVIA,42,2
845,6_3278,40.466680957950835,-3.6301544883121903,MOTA DEL CUERVO Nº 48,"73, 120, N3",2
846,6_3280,40.46685997081892,-3.630368484769644,MOTA DEL CUERVO Nº 9,"73, 120",2
847,6_3281,40.35101508524929,-3.715073165245598,Pº PLATA Y CASTAÑAR-PLEAMAR,76,2
848,6_3283,40.400851827725816,-3.6671082918552194,PUENTE DE VALLECAS,"8, 113, 141",2
849,6_3285,40.34695224415167,-3.6898086429314993,BURJASOT-BENIFERRI,"59, 79, N13",2
850,6_3289,40.46722076453381,-3.7646550005416404,DARIO APARICIO,161,2
851,6_3291,40.47258540325823,-3.7721359689919254,AV.VALDEMARIN-FUENTE DEL MOLINO,161,2
852,6_3292,40.47226361938623,-3.7771340537188407,AV.VALDEMARIN-CABELLERA BERENICE,161,2
853,6_3295,40.46679688355688,-3.782225745437504,BLANCA DE CASTILLA-Cº DE LA ZARZUELA,161,2
854,6_3298,40.47228797355749,-3.7721561553061242,AV.VALDEMARIN-LAVADERO,161,2
855,6_3301,40.48420282923246,-3.6319111596650178,MURIAS DE PAREDES-HERMANOS GASCON,87,2
856,6_3303,40.48546593542938,-3.6348609559844443,MOMBUEY-ROBLA,87,2
857,6_3309,40.46586113895679,-3.5693878072445235,AEROPUERTO T1,"101, 200, 203, N27",2
858,6_3315,40.47722053337024,-3.667238332868681,ARTURO SORIA-CUARTEL INFANTERIA MARINA,"7, 29, 107, N1",2
859,6_3324,40.38661345427651,-3.652016790197675,AV.BUENOS AIRES-PEDRO LABORDE,136,2
860,6_3325,40.38673242577909,-3.6516880486928263,AV.BUENOS AIRES-PEDRO LABORDE,"136, N10",2
861,6_3327,40.383679964663735,-3.6513994437573625,AV.BUENOS AIRES-CLEOPATRA,136,2
862,6_3652,40.447205647208754,-3.6347012694493066,TAMPICO,146,2
863,6_3654,40.410783857941404,-3.6294324310428885,FTE.CARRANTONA-PASAJE DE ORUSCO,140,2
864,6_3658,40.43803445029145,-3.73080339263906,OBISPO TREJO-MARTIN FIERRO,"46, N20",2
865,6_3659,40.43792000944724,-3.707197278326456,VALLEHERMOSO-DONOSO CORTES,2,2
866,6_3661,40.3988360429973,-3.703217643481474,Pº YESERIAS-ARGANDA,"18, N12",2
867,6_3662,40.43628717854799,-3.7321521549733996,AV.DE SENECA-SENDA DEL REY,"46, N20, N28",2
868,6_3666,40.3860157525932,-3.7643249633148184,AV.LAS AGUILAS-RAFAEL FINAT,139,2
869,6_3672,40.37779078677719,-3.6197482524419735,PTO.PORZUNA-CONGOSTO,"103, 142",2
870,6_3675,40.3820617291123,-3.6507948095223717,VILLALOBOS-AV.MIGUEL HERNANDEZ,10,2
871,6_3676,40.38312226546737,-3.7005683961538667,CRISTO VICTORIA-OLVIDO,78,2
872,6_3678,40.40483257359712,-3.7299492110040013,CONCEJAL FCO.J.MARTIN-CHISPEROS,119,2
873,6_3680,40.40494879046599,-3.7300918851138913,CONCEJAL FCO.J.MARTIN-CHISPEROS,119,2
874,6_3682,40.40153517176717,-3.7097035265033678,Pº YESERIAS-MELILLA,"18, N12",2
875,6_3683,40.401372802080594,-3.709737174125625,Pº YESERIAS-MELILLA,"18, N12",2
876,6_3687,40.451372515852064,-3.7837096692504875,GOLONDRINA-RIO ARLANZON,"160, 161, 163, N28",2
877,6_3689,40.45780139601703,-3.7802343475709934,GOLONDRINA-CARRETERA HUMERA,"160, 161, N28",2
878,6_3691,40.46115569209322,-3.675312074755261,PRINCIPE DE VERGARA-REP.DOMINICANA,"16, 29, 51",2
879,6_3694,40.45557004056677,-3.7838056148608628,GOLONDRINA-VIRGEN DE LOS ROSALES,"160, 161",2
880,6_3697,40.408141120725084,-3.60812322107701,Pº ARTILLEROS-AV.DAROCA,100,2
881,6_3707,40.38008330321097,-3.71283582102051,PARQUE DE LA PALOMA-HENO,78,2
882,6_5489,40.50528294242715,-3.6719776765630945,AV. Cº SANTIAGO-SAN JUAN DE ORTEGA,"172, 172SF, N24",2
883,6_5491,40.502572387158004,-3.67333145791483,AV. CºSANTIAGO - CASTIELLO DE JACA,"172, 172SF",2
884,6_1726,40.39064065400121,-3.642335128689796,AV.ALBUFERA-AV.PABLO NERUDA,"58, 103, 142, 143, N25",2
885,6_1728,40.38797096008008,-3.6363598739335616,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,"54, 58, 103, 142, 143, N25",2
886,6_1729,40.38560351989489,-3.631071239267138,AV.ALBUFERA-TRANVIA DE ARGANDA,"58, 103, 142, 143",2
887,6_1730,40.38490197922728,-3.629203225838091,AV.ALBUFERA Nº 430,"58, 103, 142, 143, N25",2
888,6_1733,40.38318087022554,-3.622613339458418,SIERRA DE GUADALUPE-SAN JAIME,"54, 58, 103, 142, 143, N25, N9",2
889,6_1735,40.38347809295242,-3.6226278572265422,JESUS DEL PINO Nº 24,"54, 58, 103, 142, 143, N25",2
890,6_1737,40.385046566428855,-3.6291221010520154,AV.ALBUFERA Nº 323,"58, 103, 142, 143, N25",2
891,6_1738,40.3857751343251,-3.630990369872428,AV.ALBUFERA-TRANVIA DE ARGANDA,"58, 103, 142, 143",2
892,6_1739,40.3880718052207,-3.636042709605312,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,"54, 58, 103, 142, 143, N25",2
893,6_1743,40.39320393055127,-3.649558819394074,AV.ALBUFERA-INSTITUTO TIRSO MOLINA,"58, 103, 143",2
894,6_1745,40.39429034482707,-3.6565919619551073,AV.ALBUFERA-PAYASO FOFO,"54, 58, 103, 136, N10, N25",2
895,6_1747,40.39724060793612,-3.6621588994554797,AV.ALBUFERA-SIERRA CARBONERA,"54, 57, 58, 136, N10, N25",2
896,6_1751,40.393613273772985,-3.707240198167437,Pº STA.Mª DE LA CABEZA-MARIBLANCA,"55, 60, N17",2
897,6_1754,40.38869678405279,-3.732885431191569,GRAL.RICARDOS-PUERTA BONITA,"34, 35, N17",2
898,6_1762,40.3976999784597,-3.74228032388263,ALHAMBRA-GTA.LOS CARMENES,"55, 119",2
899,6_1764,40.39242055757529,-3.735246992856353,NTRA.SRA.VALVANERA-TORTOLA,"55, N16",2
900,6_1771,40.39158343028142,-3.7106359056173646,Pº STA.Mª CABEZA-BALEARES,"55, 60, E1, N17",2
901,6_1634,40.43792360033704,-3.610112928202966,ETRURIA-TROYA,"48, 140, N5",2
902,6_1637,40.428986495057224,-3.610138259047569,AV.CANILLEJAS-POBLADURA VALLE,"48, 167, N6",2
903,6_1640,40.442005769872985,-3.6431539532661055,JOSE DEL HIERRO-MANDARINA,"48, 146",2
904,6_1644,40.43661472894008,-3.655034511402592,AV.DONOSTIARRA-PZA.JOSE BANUS,"21, 48",2
905,6_5469,40.40568452975057,-3.600676521318516,SAN CIPRIANO-CAÑOS DE SAN PEDRO,"4, 106, N7",2
906,6_2745,40.46038878980707,-3.5810300780689364,GALEON-BERGANTIN,114,2
907,6_2750,40.4498769271859,-3.628912564542147,JUAN I.LUCA TENA-JARDIN BOTANICO,"114, 146, N4",2
908,6_2753,40.449563262151045,-3.640100926831869,TELEMACO-INST.NAC.ESTADISTICA,"114, N4",2
909,6_2754,40.44922674236587,-3.645534146936081,ANGELITA CAVERO-GRAL.ARANAZ,"114, N4",2
910,6_2755,40.445104896337135,-3.6638665350202837,AV.AMERICA-PARQUE AVENIDAS,"114, 115, N4",2
911,6_2761,40.40919814870409,-3.6294530144583974,DR.GARCIA TAPIA-FTE.CARRANTONA,30,2
912,6_2762,40.45098353972529,-3.639041243506627,AV.AMERICA-PQUE.CONDE ORGAZ,115,2
913,6_2764,40.39885823545011,-3.714294677332101,ANTONIO LEYVA-MARQUES VADILLO,"116, SE832",2
914,6_2765,40.39702108777406,-3.7141809935375876,ANTONIO LEYVA-CONDES BARCELONA,116,2
915,6_3813,40.375188606286656,-3.663332986946749,BARROS-RONDA SUR,"102, 103",2
916,6_3814,40.37511322528117,-3.6639094536522467,RONDA SUR-BARROS,102,2
917,6_3815,40.38859122783872,-3.740966760329407,Pº MARCELINO CAMACHO-LAGUNA,"35, N17",2
918,6_3820,40.47039605097839,-3.6328315984323822,AREQUIPA-TREFACIO,"104, 171, T11",2
919,6_3822,40.46809674045905,-3.623255289035374,RIBERA DEL LOIRA Nº 16-18,104,2
920,6_3825,40.461138493750354,-3.615465417830446,AV.CONSEJO EUROPA-RIBERA LOIRA,"104, 112, 122",2
921,6_3826,40.456694779568835,-3.6209444431975686,AV.LOS ANDES-AV.MACHUPICHU,"104, 112, 122",2
922,6_2789,40.39554641802971,-3.732453015026469,FRAGATA-MATILDE HERNANDEZ,119,2
923,6_2790,40.39557658397115,-3.7347982087181117,ZAIDA-FRAGATA,119,2
924,6_1278,40.38461060448321,-3.7463543339322185,NTRA.SRA.FATIMA-MONS.OSCAR ROMERO,"35, N17",2
925,6_1282,40.40841910951128,-3.6947021751765976,MQUES.VALDAVIA-RONDA ATOCHA,"36, 41, 119",2
926,6_1283,40.403502038720646,-3.713624899821923,Pº IMPERIAL-GTA.PIRAMIDES,"36, 62",2
927,6_1284,40.40597398244818,-3.714523102252945,Pº IMPERIAL-Pº PONTONES,"36, 62",2
928,6_1288,40.41328261040923,-3.719963191991312,Pº. VIRGEN DEL PUERTO-FOSFORO,"36, 50, 62",2
929,6_1290,40.40985671999972,-3.7431328068624126,Pº EXTREMADURA Nº 190,"36, 39, 65, N19",2
930,6_1291,40.408445202802135,-3.746876852073051,Pº EXTREMADURA-VILLAMANIN,"36, 39, 65, N19",2
931,6_1296,40.39847551369357,-3.7670111418264116,Pº EXTREMADURA-CAMPAMENTO,"36, 39, N19",2
932,6_1300,40.40154110746612,-3.7625443416880873,Pº EXTREMADURA-SESEÑA,"36, 39",2
933,6_1303,40.40686408876257,-3.7503595819506605,Pº EXTREMADURA-BATAN,"36, 39, N19",2
934,6_1306,40.41192314956974,-3.7183693646322094,JUAN DUQUE-PIZARRA,"36, 50",2
935,6_1308,40.406826632395465,-3.7193994147426643,Pº MELANCOLICOS-MARMOL,"36, 50, 62",2
936,6_1312,40.43997193441998,-3.7031155083888683,BRAVO MURILLO-JOSE ABASCAL,"37, 149, N23",2
937,6_1315,40.430649464108875,-3.698349807435239,FCO.DE ROJAS-SAGASTA,40,2
938,6_1250,40.386382946094834,-3.738315252954756,GRAL.RICARDOS-Pº MARCELINO CAMACHO,34,2
939,6_1184,40.40486964496791,-3.63021406481231,VALDEBERNARDO-LUIS HOYOS SAINZ,32,2
940,6_1185,40.40570794863777,-3.6334274192260034,LUIS HOYOS SAINZ-FTE.CARRANTONA,32,2
941,6_1188,40.411561079024565,-3.640471441162254,AV.MORATALAZ-PICO ARTILLEROS,32,2
942,6_1189,40.41102257962284,-3.6417274358471703,AV.MORATALAZ Nº189-COLEGIO SENARA,32,2
943,6_1192,40.41204439723093,-3.6665352119058188,ESTRELLA POLAR-CRUZ DEL SUR,32,2
944,6_2900,40.48148458861799,-3.6745129011165125,AV.BURGOS Nº30,"129, 150, 174",2
945,6_2901,40.47850863932908,-3.675025812698892,BAMBU-YUCA,"129, 150, 174",2
946,6_2903,40.4740962980884,-3.674674901570166,AVDA.BURGOS-AVDA.PIO XII,"129, 174",2
947,6_2905,40.48231187576245,-3.683971722647852,Pº. CASTELLANA-HOSPITAL LA PAZ,"173, 174, 176",2
948,6_2906,40.490821202541184,-3.6708422032366266,AVDA.MANOTERAS-AVDA.BURGOS,174,2
949,6_2907,40.49069053700936,-3.668516321942066,OÑA-AV.MANOTERAS,174,2
950,6_2910,40.49135535162494,-3.6610063085038904,OÑA Nº111,174,2
951,6_2920,40.34806524926405,-3.7069054946485656,DR.MARTIN AREVALO-PZA.AGATA,"22, 130",2
952,6_2921,40.354547477987104,-3.6897211704844897,CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE,"23, 123, 130",2
953,6_2923,40.36201139369556,-3.6813881562230115,CTRA. VILLAVERDE A VALLECAS-AV.ROSALES,"23, 130",2
954,6_2925,40.37594701219588,-3.6439154320998917,Cº HORMIGUERAS-TORRE DE DON MIGUEL,"130, T31",2
955,6_2930,40.38248585672635,-3.624527245498254,SAN JAIME-AV.ALBUFERA,"130, N9, T31",2
956,6_2932,40.39091772009176,-3.6213060369221965,AV.DEMOCRACIA-AV.MEDITERRANEO,130,2
957,6_2933,40.39905245376966,-3.6180341848981277,JOSE PRAT-AV.DEMOCRACIA,"71, 130",2
958,6_2936,40.4076345852886,-3.613622444272677,CALAHORRA-GALLO,"100, 130",2
959,6_2937,40.39800529868777,-3.6167401839821767,JOSE PRAT-AV.DEMOCRACIA,"71, 130",2
960,6_2940,40.38313049471155,-3.6236024901221,SAN JAIME-SIERRA DE GADOR,"130, T31",2
961,6_2942,40.381331880195575,-3.6263426142463193,SAN JAIME-PUERTO DE POZAZAL,"130, T31",2
962,6_2944,40.37775015877404,-3.6371707744295527,Cº HORMIGUERAS-GONZALEZ DAVILA,"130, T31",2
963,6_2874,40.464728034663345,-3.7120431679736523,STO.ANGEL DE LA GUARDA-ARCINIEGA,"126, 127, 132, N21",2
964,6_2945,40.376920703584666,-3.640543831291717,Cº HORMIGUERAS-CASAS DE MIRAVETE,"130, T31",2
965,6_2809,40.37538540978984,-3.7207729726911474,TANATORIO SUR,"116, 121, 131, 155",2
966,6_2814,40.37541484847472,-3.7116557643850756,AV.POBLADOS-RAFAELA YBARRA,"116, 121, 131",2
967,6_5443,40.4343638470721,-3.690406380668302,ALMAGRO-Pº EDUARDO DATO,7,2
968,6_2270,40.450505893054185,-3.7345942591984587,AV.PUERTA DE HIERRO-FILOSOFIA B,"83, 133, 162",2
969,6_2271,40.4513443528652,-3.7359124110517468,FACULTAD DE VETERINARIA,"83, 133, 162",2
970,6_2276,40.477266431786575,-3.7438401741471137,AV.C.HERRERA ORIA-FUENTEMILANOS,"83, 133",2
971,6_2277,40.47836023538745,-3.7404545059677123,AV.C.HERRERA ORIA-ARROYOFRESNO,"83, 133",2
972,6_2279,40.47853443512114,-3.7314901349471548,AV.C.HERRERA ORIA-ENRIQUE LEYRA,"83, 133",2
973,6_2281,40.479649080012045,-3.7102187411791814,MONFORTE DE LEMOS-AV.BETANZOS,"49, 83, 128, 132, 137, N22",2
974,6_2282,40.48024326806355,-3.7073462781333877,MONFORTE DE LEMOS-JUNTA MUNICIPAL,"49, 83, 128, 132, 137, N22",2
975,6_2283,40.481004494636494,-3.7036614353929207,MONFORTE DE LEMOS-LA VAGUADA,"49, 83, 128, 132, 137, N22",2
976,6_2285,40.48445474715054,-3.700724169709117,PEDRO RICO-FINISTERRE,"83, 132",2
977,6_2288,40.484866467178925,-3.698191695041776,A.LOPEZ AGUADO-ARZOBISPO MORCILLO,"83, 132, N22",2
978,6_2290,40.48207946099619,-3.701702331319537,FINISTERRE-MONFORTE DE LEMOS,"83, 132, N22",2
979,6_2294,40.481119776023505,-3.711319676015496,AV.BETANZOS-Pº DE LA VAGUADA,83,2
980,6_2295,40.47873202080472,-3.7315866617864177,AV.C.HERRERA ORIA-ENRIQUE LEYRA,"83, 133, N20",2
981,6_2297,40.47716141497514,-3.7447592200625377,AV.C.HERRERA ORIA-NAVALUENGA,"83, 133",2
982,6_2312,40.45344370553692,-3.7677301761602635,ARROYO POZUELO-ACEBUCHE,160,2
983,6_2317,40.461224214157824,-3.7856405345062902,GTA.MARIA REINA,"160, N28",2
984,6_2318,40.460979143389814,-3.7832551600611746,AV.OSA MAYOR-PLEYADES,"160, N28",2
985,6_2184,40.36887826368046,-3.700668232192012,FERNANDO ORTIZ-AV.ORCASUR,"78, 116",2
986,6_2186,40.36896636742523,-3.6965230673809066,SALVADOR MARTINEZ-E.BARREIROS,"78, 116",2
987,6_1562,40.38780281745234,-3.704222156224114,MARCELO USERA-FERROVIARIOS,"47, 247, N15",2
988,6_1569,40.384704395240824,-3.7245245194495116,AV.ABRANTES-PELICANO,"47, 108",2
989,6_1572,40.379510175920466,-3.731042363850667,AV.ABRANTES-CARRERO JUAN RAMON,"47, 108",2
990,6_1574,40.37963907138628,-3.7362860674434004,"CARCASTILLO, FRENTE Nº27","47, 108, 118, N16",2
991,6_1577,40.37599371411696,-3.7414059523868253,PZA.NAVARROS-ALISEDA,108,2
992,6_2727,40.414475634898814,-3.652533175389212,ARROYO MEDIA LEGUA-DR.Gª TAPIA,113,2
993,6_2728,40.412818142628865,-3.6540965270158647,ARROYO MEDIA LEGUA-Cº VINATEROS,113,2
994,6_2735,40.449587703342495,-3.6307377400516834,JUAN I. LUCA DE TENA Nº14,"114, 146, N4",2
995,6_2669,40.435475227559444,-3.642973819994199,GUTIERRE DE CETINA Nº 14,109,2
996,6_2604,40.42553573302054,-3.638552776381822,FCO.LARGO CABALLERO-ARRIAGA,"106, N7",2
997,6_2605,40.42757596512481,-3.6426745989957623,AVDA.DAROCA-CEMENTERIO ALMUDENA,"106, N7",2
998,6_2606,40.42950814279979,-3.6467602682007976,AV.DAROCA-SANTA PRISCA,"106, N7",2
999,6_990,40.411583035403844,-3.7223494319898305,Pº. ERMITA DEL SANTO-AV.MANZANARES,25,2
1000,6_992,40.407684461199985,-3.723415573433872,Pº. ERMITA DEL SANTO-VÍA CARPETANA,25,2
1001,6_993,40.400320486487956,-3.7339895483496304,GALLUR-VIA CARPETANA,25,2
1002,6_995,40.39852071093999,-3.7407338814656867,GALLUR FRENTE Nº 425,25,2
1003,6_996,40.39706817498585,-3.7438641585178103,DUQUESA DE PARCENT - GTA. LOS CARMEN,"25, 31, N18",2
1004,6_998,40.39784629752462,-3.7503183737099146,DUQUESA DE PARCENT-CUART DE POBLET,"25, 31, N18",2
1005,6_1004,40.39891002479971,-3.7639758481303374,SESEÑA-ILLESCAS,25,2
1006,6_1005,40.39887251186863,-3.7641993165034164,SESEÑA,25,2
1007,6_5419,40.443106629480795,-3.665132157140865,AV.CAMILO JOSE CELA-AV.GUINDALERA,"43, 122",2
1008,6_905,40.34518618532225,-3.7150704791443747,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,22,2
1009,6_907,40.347918643517126,-3.710248053072554,Pº ALBERTO PALACIOS-ALADIERNA,"22, 79",2
1010,6_911,40.35151530797967,-3.6995699998659877,ALCOCER-LITOS,"22, 86, 130, N14",2
1011,6_912,40.35191441416947,-3.6961356310888744,ALCOCER-VIRGEN DESAMPARADOS,"18, 22, 116, 130",2
1012,6_779,40.362351212964086,-3.693934595437782,VERBENA DE LA PALOMA-LA CHULAPONA,"18, 86, N14",2
1013,6_780,40.370079042130065,-3.6927652990350297,AV.ANDALUCIA-AV.LOS ROSALES,"18, 22, 59, 79, 85, 86, N13, N14",2
1014,6_782,40.37463440944175,-3.6933066945616875,AVDA.ANDALUCIA-MEZQUITA,"18, 22, 59, 76, 79, 85, 86, N13, N14",2
1015,6_789,40.39994177629282,-3.706564027555155,Pº YESERIAS-PQUE.ARGANZUELA,"18, N12",2
1016,6_790,40.402475871392404,-3.7120231606508423,Pº YESERIAS-Pº ACACIAS,18,2
1017,6_794,40.42094765677361,-3.6876759096240512,ALFONSO XII-PTA.DE ALCALA,"19, N2, N3, N8",2
1018,6_796,40.41435301377107,-3.6876794869852434,ALFONSO XII-ESPALTER,19,2
1019,6_798,40.409691898041,-3.688256683153451,Pº. INFANTA ISABEL-MUSEO ANTROPOLÓGICO,"C1, N10, N25, N9",2
1020,6_803,40.41885817616696,-3.6875721223122424,FRENTE N. 20,19,2
1021,6_805,40.419090142897154,-3.677272319605291,AV.MENENDEZ PELAYO-A.SAINZ BARANDA,"20, 26, 63, 152, C1",2
1022,6_806,40.416581802604476,-3.6763867205024865,HOSPITAL NIÑO JESUS,"20, 26, 63, 152, C1",2
1023,6_809,40.41310791197858,-3.6680189975479243,LOS ASTROS-CRUZ DEL SUR,"20, 30, 32, N8",2
1024,6_810,40.41294825075178,-3.6644579537057753,ESTRELLA POLAR-PEZ AUSTRAL,"20, 30, 32, N8",2
1025,6_811,40.412477956699675,-3.658477710435318,Cº VINATEROS-M30,"20, 30, 32, N8",2
1026,6_814,40.40717659678713,-3.649634203732038,HACIENDA PAVONES-PZA.ENCUENTRO,"20, 30, 100, N8",2
1027,6_815,40.40614442279875,-3.647337965003833,HACIENDA PAVONES-ALONSO TOBAR,"20, 30, 100, N8",2
1028,6_816,40.405107708764966,-3.647457667372504,HACIENDA DE PAVONES-CAÑADA,"20, 30, 100, N8",2
1029,6_1110,40.448859388403314,-3.6766866330726926,PRINCIPE DE VERGARA-AUDITORIO NACIONAL,"29, 52",2
1030,6_1046,40.45108107942518,-3.689480695751939,PASEO CASTELLANA-AZCA,"27, 40, 126, 147, 150, N22, N24",2
1031,6_981,40.44468322147046,-3.6524832481797485,TORRELAGUNA-AV.BADAJOZ,"53, 122",2
1032,6_982,40.46527458341004,-3.656232900404535,LOPEZ DE HOYOS-CTRA.CANILLAS,"9, 72, N2",2
1033,6_984,40.422314079201136,-3.714896363452384,CTA.SAN VICENTE-ARRIAZA,"25, 39, 46, 62, 75, 138, C2",2
1034,6_986,40.42122550019952,-3.719010545655861,VIRGEN DEL PUERTO-GTA.SAN VICENTE,"33, 41",2
1035,6_988,40.41624785569133,-3.7197590613515374,VIRGEN DEL PUERTO-PTE.SEGOVIA,"25, 33, 39, 138, N18, N19",2
1036,6_6158,40.39851015162691,-3.764501596653439,SESEÑA-ILLESCAS,121,1
1037,6_6157,40.39870841382325,-3.7644920555659915,ILLESCAS-SESEÑA,121,1
1038,6_2827,40.395839419006855,-3.761018886092026,ILLESCAS Nº103,"25, 121",2
1039,6_1092,40.394154644965965,-3.6582756175973596,PAYASO FOFO-AV.ALBUFERA,103,2
1040,6_2607,40.43146500843055,-3.651235464553369,MATEO GARCIA-AV.DAROCA,"106, N7",2
1041,6_2612,40.37909172775424,-3.7429831418642756,ALBA TORMES-EPOCA,108,2
1042,6_2613,40.38044260744393,-3.7416549933283934,ALBA TORMES-WITERICO,108,2
1043,6_2618,40.38398201369484,-3.7290878974590482,Cº VIEJO LEGANES-FALCINELO,"118, N16",2
1044,6_2619,40.385909945406794,-3.727659552822211,Cº VIEJO LEGANES-PELICANO,"118, 247, N16",2
1045,6_2620,40.38796279415299,-3.7264209800696446,Cº VIEJO LEGANES-AV.OPORTO,"118, N16",2
1046,6_2623,40.394861942694284,-3.72239458951189,Cº VIEJO LEGANES-GRAL.RICARDOS,118,2
1047,6_1392,40.46059901628738,-3.6811330464819765,ALBERTO ALCOCER-Pº DE LA HABANA,"11, 40",2
1048,6_1393,40.460808629493265,-3.683777168177985,ALBERTO ALCOCER-PADRE DAMIAN,"11, 40",2
1049,6_1395,40.43529319765468,-3.6901682923462324,MIGUEL ANGEL-RUBEN DARIO,"40, 147",2
1050,6_1396,40.43481415286807,-3.693441046213401,EDUARDO DATO-ZURBANO,"40, 147",2
1051,6_1398,40.434126044638944,-3.697006345253503,LUCHANA-PZA.DE CHAMBERI,"40, 147",2
1052,6_1399,40.432061227605544,-3.698788838826556,FCO.DE ROJAS-LUCHANA,40,2
1053,6_1404,40.41006695577221,-3.7140596008585,RONDA DE SEGOVIA-GIL IMON,C1,2
1054,6_1405,40.4124928630429,-3.716572133336109,RONDA DE SEGOVIA-Pº IMPERIAL,C1,2
1055,6_1406,40.41504692729737,-3.7158448820205106,RONDA DE SEGOVIA-SEGOVIA,"41, C1",2
1056,6_1410,40.42677471312698,-3.726272531874174,RIBERA MANZANARES-SAN POL DE MAR,"41, 75",2
1057,6_1412,40.42972484363808,-3.729899977657935,RIBERA MANZANARES-FELIPE MORATILLA,"41, 75",2
1058,6_1415,40.43143061193244,-3.7322645327428763,RIBERA MANZANARES Nº 125,"41, 75",2
1059,6_1416,40.42940931993368,-3.7313584216198734,COMANDANTE FORTEA-FELIPE MORATILLA,"41, 75",2
1060,6_1417,40.4269616281619,-3.728066429351151,COMANDANTE FORTEA-STA.OLALLA,"41, 75",2
1061,6_1419,40.426571599700196,-3.724183753851812,GTA.SAN ANTONIO DE LA FLORIDA,"41, 46, 75, N20",2
1062,6_1422,40.416729116866826,-3.719151268685549,CDAD.PLASENCIA-VIRGEN DEL PUERTO,"41, 62, C2",2
1063,6_1426,40.40868727907139,-3.711346128754047,RONDA DE SEGOVIA-PTA.TOLEDO,C2,2
1064,6_1376,40.4346468090189,-3.692802662406653,EDUARDO DATO-ZURBANO,"40, 147",2
1065,6_1094,40.429998399552794,-3.647696318921725,AV.MQUES.CORBERA-AV.DAROCA,"28, 113, N6",2
1066,6_1096,40.4560040691766,-3.5768998352410977,CENTRO DE CARGA AEREA 2,114,2
1067,6_1101,40.42497230714711,-3.678934538737831,PRINCIPE DE VERGARA-JORGE JUAN,"29, 52",2
1068,6_1102,40.42711757698155,-3.678743912510799,PRINCIPE DE VERGARA-GOYA,"29, 52, N2",2
1069,6_1105,40.43625703432482,-3.67801048551187,PRINCIPE DE VERGARA-DIEGO DE LEON,"29, 52, N2",2
1070,6_640,40.447328428050774,-3.690303183090311,Pº CASTELLANA-NUEVOS MINISTERIOS,"7, 14, 40, 147, 150, N22, N24",2
1071,6_508,40.410601284329054,-3.6898570427870547,Pº INFANTA ISABEL-MINISTERIO AGRICULTURA,"1, 10, 14",2
1072,6_509,40.41474406514837,-3.6915966233371162,Pº PRADO-PZA.MURILLO,"1, 10, 14, 27, 34, 37, 45, C03, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9",2
1073,6_510,40.4173626455669,-3.6921067059540404,PZA.CANOVAS DEL CASTILLO,"1, 10, 14, 27, 34, 37, 45, C03, N10, N11, N12, N13, N14, N15, N17, N25, N26, N9",2
1074,6_511,40.395773185327336,-3.665113918763233,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,"10, 24, 111, 310",2
1075,6_513,40.39069835092278,-3.6624482894167225,JAVIER DE MIGUEL-CARLOS MARTIN ÁLVAREZ,"103, 310, N10",2
1076,6_515,40.38771080644813,-3.6555148181888613,JAVIER DE MIGUEL-PTO.DEL MILAGRO,"310, N10",2
1077,6_516,40.38648243274334,-3.6544779015344786,JAVIER DE MIGUEL-PTO.DE VELATE,"310, N10",2
1078,6_518,40.390140923070184,-3.6430962327053398,AV.PABLO NERUDA-LUIS BUÑUEL,57,2
1079,6_520,40.38660061138123,-3.654290537963439,JAVIER DE MIGUEL-PTO.DE VELATE,310,2
1080,6_521,40.38750701296707,-3.6549119667261665,JAVIER DE MIGUEL-SAN ANSELMO,310,2
1081,6_522,40.38988444750466,-3.65983642873904,JAVIER DE MIGUEL-PAYASO FOFÓ,"103, 310",2
1082,6_525,40.37061244997209,-3.696952276531935,MOREJA Nº 26,"78, 116",2
1083,6_526,40.42138964775719,-3.619028345442566,AV.GUADALAJARA-SAN ROMAN VALLE,"106, 140, 159, N7",2
1084,6_527,40.38312308987871,-3.649497320222263,VILLALOBOS-AV.MIGUEL HERNANDEZ,"10, 310",2
